City ID,City Name,Cloudiness,Country,Humidity,Latitude,Temperature,Wind Speeds
3081752,Wladyslawowo,88.00%,PL,100.00%,54.7909,30.87,15.73
1528998,Yumen,8.00%,CN,38.00%,40.2917,36.09,13.49
1799869,Nanning,24.00%,CN,92.00%,22.8326,64.33,4.43
3661980,Tamandare,80.00%,BR,79.00%,-8.2789,75.13,5.66
3468720,Buritizeiro,12.00%,BR,66.00%,-17.3668,68.99,11.14
3354077,Opuwo,36.00%,NA,97.00%,-18.0559,60.49,1.86
58933,Garowe,0.00%,SO,80.00%,8.4061,65.14,7.23
3448903,Sao Joao da Barra,0.00%,BR,96.00%,-21.6403,77.86,15.28
625539,Malaryta,68.00%,BY,87.00%,51.7917,24.66,3.76
4011743,Constitucion,0.00%,MX,16.00%,23.9912,77.41,15.73
2729907,Longyearbyen,0.00%,NO,74.00%,78.2198,7.86,1.97
5961417,Husavik,64.00%,CA,97.00%,50.5623,31.33,5.44
2142316,Yeppoon,48.00%,AU,79.00%,-23.1349,84.2,11.03
2015306,Tiksi,64.00%,RU,75.00%,71.6366,9.88,7.45
3412093,Vestmannaeyjar,92.00%,IS,95.00%,63.4427,41.79,34.85
1264037,Malpe,0.00%,IN,90.00%,13.35,79.27,3.42
3667478,Tame,20.00%,CO,95.00%,6.4616,57.0,0.51
3870243,Taltal,0.00%,CL,91.00%,-25.408,50.77,2.08
4035715,Avarua,92.00%,CK,100.00%,-21.2078,75.4,12.03
1487332,Verkhnyaya Inta,68.00%,RU,62.00%,65.9884,-1.25,8.46
548791,Kichmengskiy Gorodok,64.00%,RU,86.00%,59.9921,10.94,2.86
2398430,Mimongo,92.00%,GA,99.00%,-1.6163,71.94,2.19
5962442,Goderich,12.00%,CA,46.00%,43.7407,38.44,19.3
6167817,Torbay,0.00%,CA,100.00%,47.6577,20.46,6.44
707451,Ivanivka,80.00%,UA,95.00%,46.9824,40.69,2.86
5915327,Cap-aux-Meules,0.00%,CA,100.00%,47.3821,28.09,7.45
964406,Port Shepstone,8.00%,ZA,96.00%,-30.7414,71.24,14.38
2742416,Barcelos,48.00%,PT,100.00%,41.5314,50.56,0.96
3668257,Saravena,36.00%,CO,75.00%,6.9564,68.63,2.19
3031582,Saint-Augustin,56.00%,FR,94.00%,44.8323,46.08,5.21
558487,Grivenskaya,92.00%,RU,94.00%,45.645,44.49,4.65
1790645,Xiamen,36.00%,CN,99.00%,24.4587,65.73,3.2
3394500,Morada Nova,76.00%,BR,97.00%,-5.0974,70.83,5.55
217389,Demba,32.00%,CD,93.00%,-5.469,73.47,3.53
1630662,Praya,48.00%,ID,100.00%,-8.7054,75.65,6.89
1252783,Yarada,0.00%,IN,100.00%,17.65,81.5,16.06
1796236,Shanghai,0.00%,CN,86.00%,31.2253,61.83,4.43
6096551,Pangnirtung,76.00%,CA,76.00%,66.149,10.87,8.9
934479,Grand Gaube,48.00%,MU,100.00%,-20.0064,75.56,8.79
64814,Bandarbeyla,20.00%,SO,100.00%,9.4942,79.05,13.49
1849831,Toyooka,12.00%,JP,70.00%,35.5464,67.84,3.53
1282256,Hithadhoo,56.00%,MV,100.00%,-0.6,84.04,1.97
6431379,Saint-Alexandre,20.00%,FR,68.00%,44.228,47.5,13.15
3873441,Los Rastrojos,0.00%,CL,71.00%,-34.4646,59.16,1.07
513328,Ozinki,0.00%,RU,87.00%,51.2,17.64,9.01
463838,Zelenoborskiy,12.00%,RU,71.00%,66.845,11.1,6.89
5826559,Green River,8.00%,US,75.00%,41.5291,33.13,6.22
1266330,Kokrajhar,68.00%,IN,97.00%,26.4004,63.34,8.23
5456049,Aztec,56.00%,US,58.00%,36.8221,53.19,4.99
1078553,Ampanihy,0.00%,MG,86.00%,-24.6942,59.38,2.75
3393692,Itarema,36.00%,BR,99.00%,-2.9248,72.81,2.53
2708365,Halmstad,88.00%,SE,100.00%,56.674,31.06,17.74
2013465,Verkhoyansk,20.00%,RU,68.00%,67.5527,14.36,2.19
2075265,Busselton,44.00%,AU,100.00%,-33.6445,64.72,8.34
2109528,Buala,44.00%,SB,93.00%,-8.1456,84.92,5.44
1263997,Mamallapuram,8.00%,IN,100.00%,12.6264,78.03,6.55
1264976,Leh,24.00%,IN,65.00%,34.1642,-19.16,0.63
3146831,Lundamo,0.00%,NO,59.00%,63.1532,14.79,2.19
2122090,Pevek,8.00%,RU,83.00%,69.7028,-0.8,4.32
1258864,Rajgir,0.00%,IN,49.00%,25.0306,66.25,2.64
3146487,Raudeberg,88.00%,NO,100.00%,61.9875,35.8,2.42
2873499,Mariental,56.00%,DE,87.00%,52.2777,36.25,2.98
986717,Kruisfontein,8.00%,ZA,93.00%,-34.0034,59.88,11.03
553725,Kamenka,56.00%,RU,90.00%,53.185,20.55,13.49
6201424,Mataura,92.00%,NZ,59.00%,-46.1928,66.09,21.88
2146219,Hervey Bay,48.00%,AU,97.00%,-25.2986,78.03,15.73
6165406,Thompson,76.00%,CA,73.00%,55.7433,31.93,11.36
917688,Chongwe,76.00%,ZM,97.00%,-15.3275,63.66,2.98
2132606,Samarai,24.00%,PG,100.00%,-10.6167,84.51,4.76
546105,Nikolskoye,48.00%,RU,68.00%,59.7035,17.89,5.77
3451261,Caxito,24.00%,BR,72.00%,-22.6492,75.02,11.7
3397119,Jucas,92.00%,BR,90.00%,-6.5253,68.95,0.29
3465542,Coracao de Jesus,20.00%,BR,62.00%,-16.6853,72.23,10.8
934649,Cap Malheureux,48.00%,MU,100.00%,-19.9842,75.56,8.79
4267710,Sitka,92.00%,US,26.00%,37.175,69.17,15.84
2163355,Hobart,24.00%,AU,72.00%,-42.8826,59.76,4.99
3985710,Cabo San Lucas,0.00%,MX,91.00%,22.8938,76.05,1.97
1244713,Haputale,0.00%,LK,99.00%,6.7681,64.58,2.64
5855927,Hilo,36.00%,US,100.00%,19.7072,73.85,12.59
1651810,Airai,24.00%,TL,90.00%,-8.9266,76.41,0.4
2270385,Camacha,0.00%,PT,100.00%,33.0833,61.05,23.33
6111862,Port Hardy,92.00%,CA,100.00%,50.6996,41.92,7.67
3640226,Guanare,44.00%,VE,61.00%,9.0408,84.69,2.75
350203,Rosetta,32.00%,EG,91.00%,31.4044,48.29,2.86
2265388,Ourem,0.00%,PT,90.00%,39.6417,49.05,8.12
3382160,Cayenne,80.00%,GF,90.00%,4.9371,79.47,6.55
1052944,Angoche,44.00%,MZ,100.00%,-16.2293,82.65,5.44
1712961,Gigmoto,88.00%,PH,100.00%,13.7796,74.14,13.27
1176048,Jati,68.00%,PK,57.00%,24.3534,70.36,9.01
2337542,Naze,0.00%,NG,94.00%,5.4333,71.49,6.89
2338660,Yaan,0.00%,NG,70.00%,7.3833,77.63,12.48
5353775,Grass Valley,0.00%,US,51.00%,39.2191,61.0,12.15
2126710,Beringovskiy,80.00%,RU,100.00%,63.05,15.78,21.77
3704327,Meteti,0.00%,PA,65.00%,8.4997,79.21,10.8
3406442,Barbalha,80.00%,BR,95.00%,-7.3067,74.05,3.31
1053384,Toamasina,64.00%,MG,98.00%,-18.1667,73.17,2.19
2633414,Yarmouth,92.00%,GB,97.00%,50.7055,44.06,10.47
2037886,Dandong,92.00%,CN,97.00%,40.1193,44.17,7.78
1215502,Banda Aceh,8.00%,ID,99.00%,5.5577,71.2,2.75
1259385,Port Blair,12.00%,IN,100.00%,11.6667,82.67,1.86
2013918,Ust-Maya,92.00%,RU,84.00%,60.4164,22.06,8.68
2656708,Ayr,92.00%,GB,100.00%,55.4594,43.12,22.66
1795632,Shenjiamen,68.00%,CN,94.00%,29.9576,56.59,4.32
1718234,Caruray,24.00%,PH,100.00%,10.3094,80.22,9.57
1067565,Beloha,8.00%,MG,92.00%,-25.1739,68.14,7.9
1622318,Waingapu,12.00%,ID,82.00%,-9.6522,87.04,4.99
1732738,Kota Tinggi,76.00%,MY,100.00%,1.7331,77.92,5.77
2381334,Atar,80.00%,MR,37.00%,20.5183,63.18,6.44
2012956,Yerbogachen,0.00%,RU,74.00%,61.2767,8.87,4.76
1267390,Kavaratti,36.00%,IN,100.00%,10.5669,82.67,4.21
5911745,Burns Lake,92.00%,CA,73.00%,54.2332,38.17,10.69
921786,Mitsamiouli,8.00%,KM,100.00%,-11.3848,77.36,2.3
245669,Adre,0.00%,TD,55.00%,13.4667,63.82,3.31
2186313,Napier,0.00%,NZ,85.00%,-39.4909,74.21,1.19
2164771,Grafton,92.00%,AU,98.00%,-29.6913,69.3,6.67
1504382,Kargasok,80.00%,RU,78.00%,59.0598,23.76,8.23
647572,Loviisa,0.00%,FI,94.00%,60.4562,12.88,5.21
233019,Kaberamaido,8.00%,UG,89.00%,1.7638,64.06,7.78
3833859,Barrow,24.00%,AR,53.00%,-38.3131,48.27,8.68
542322,Krasnokholm,64.00%,RU,90.00%,51.5979,22.42,10.92
2418596,Koundara,0.00%,GN,58.00%,12.4852,70.47,3.87
1847947,Shingu,64.00%,JP,92.00%,33.7241,63.37,1.52
502265,Mirnyy,92.00%,RU,98.00%,56.5712,18.1,15.17
4031742,Egvekinot,80.00%,RU,83.00%,66.3167,10.54,4.21
1024312,Mocuba,0.00%,MZ,77.00%,-16.8393,75.65,4.99
4004293,Ixtapa,0.00%,MX,50.00%,20.715,74.68,2.86
1255619,Srivardhan,0.00%,IN,92.00%,18.0333,68.04,3.09
1488414,Urengoy,80.00%,RU,82.00%,65.9642,14.63,17.07
328316,Bolo,0.00%,ET,55.00%,8.2444,45.82,5.55
4031574,Provideniya,92.00%,RU,100.00%,64.4238,23.76,23.44
6113406,Prince Rupert,92.00%,CA,100.00%,54.3161,42.87,7.78
503977,Marfino,92.00%,RU,98.00%,56.0719,33.78,10.69
3453439,Ponta do Sol,8.00%,BR,65.00%,-20.6335,61.88,6.44
6145890,Shelburne,8.00%,CA,43.00%,44.0785,37.45,15.73
3387082,Tabira,88.00%,BR,98.00%,-7.5837,63.88,2.86
2079582,Alyangula,24.00%,AU,91.00%,-13.8484,90.07,8.01
3595803,Escuintla,0.00%,GT,34.00%,14.2904,77.76,1.74
3372707,Ribeira Grande,92.00%,PT,98.00%,38.5167,62.96,8.34
877747,Mtwara,92.00%,TZ,100.00%,-10.2812,82.04,6.11
4034551,Faanui,68.00%,PF,100.00%,-16.4834,82.27,17.18
3369157,Cape Town,0.00%,ZA,98.00%,-33.929,58.48,11.03
5848280,Kapaa,0.00%,US,78.00%,22.0752,77.83,5.66
2185329,Waipawa,0.00%,NZ,53.00%,-39.9412,79.99,4.88
3874787,Punta Arenas,8.00%,CL,96.00%,-53.1627,44.64,34.18
359792,Aswan,24.00%,EG,41.00%,24.0911,68.74,7.0
610091,Chingirlau,0.00%,KZ,83.00%,51.095,19.44,10.47
1795565,Shenzhen,0.00%,CN,81.00%,22.5446,71.85,5.66
3652764,Puerto Ayora,0.00%,EC,94.00%,-0.7394,81.72,10.8
1491999,Shumikha,36.00%,RU,83.00%,55.2282,21.58,12.59
3948642,Matara,64.00%,PE,96.00%,-13.7417,39.42,1.97
463355,Zheleznodorozhnyy,92.00%,RU,98.00%,55.7503,34.0,10.69
5919850,Chapais,68.00%,CA,75.00%,49.7839,32.56,7.67
153955,Micheweni,36.00%,TZ,100.00%,-4.9667,78.22,5.66
2191562,Dunedin,88.00%,NZ,57.00%,-45.874,76.82,15.5
2059470,Victor Harbor,24.00%,AU,75.00%,-35.5546,68.0,12.82
94298,Kifri,0.00%,IQ,60.00%,34.6908,51.24,4.43
5554428,Ketchikan,92.00%,US,98.00%,55.3422,44.78,13.71
2141714,Bourail,92.00%,NC,96.00%,-21.567,74.37,6.89
5106834,Albany,0.00%,US,54.00%,42.6512,34.07,2.64
1816440,Huaiyuan,0.00%,CN,81.00%,32.973,68.22,9.24
6171332,Two Hills,20.00%,CA,90.00%,53.7113,25.29,8.46
3936456,Lima,32.00%,PE,75.00%,-12.0622,61.02,2.08
2152659,Port Macquarie,20.00%,AU,88.00%,-31.43,73.65,5.32
2077895,Alice Springs,0.00%,AU,34.00%,-23.6984,76.53,5.44
2036973,Heihe,0.00%,RU,77.00%,50.2378,46.81,4.76
306571,Konya,0.00%,TR,46.00%,37.872,45.77,9.35
5367788,Lompoc,0.00%,US,75.00%,34.6392,61.36,17.29
2737599,Saldanha,0.00%,PT,90.00%,41.4184,34.38,5.21
3924679,Vilhena,92.00%,BR,88.00%,-12.7369,67.62,3.2
2278158,Buchanan,8.00%,LR,100.00%,5.8813,79.11,4.21
3440777,Rocha,0.00%,UY,71.00%,-34.4811,47.93,7.34
464260,Zaterechnyy,20.00%,RU,91.00%,44.7971,33.82,8.57
2448442,Yorosso,20.00%,ML,28.00%,12.3528,67.69,7.0
5993072,Kitimat,92.00%,CA,94.00%,54.0175,35.22,3.09
5762718,Belle Fourche,68.00%,US,76.00%,44.6709,30.34,5.99
1652203,Xam Nua,100.00%,LA,99.00%,20.4197,61.66,1.74
2409215,Mattru,64.00%,SL,91.00%,7.6244,73.62,2.64
2065594,Mount Isa,0.00%,AU,56.00%,-20.729,83.46,10.69
4167694,Panama City,80.00%,US,87.00%,30.1601,70.93,13.82
3031871,Veraval,80.00%,FR,92.00%,49.6457,40.19,7.11
2399001,Mayumba,64.00%,GA,100.00%,-3.4391,76.87,6.44
2374688,Bolama,68.00%,GW,100.00%,11.5776,78.58,8.57
286987,Nizwa,0.00%,OM,46.00%,22.9324,52.07,3.65
3867291,Filadelfia,48.00%,PY,73.00%,-22.3529,60.19,5.55
1524298,Aksu,0.00%,KZ,79.00%,52.0354,15.87,10.8
3355672,Luderitz,0.00%,NA,83.00%,-26.6481,56.5,7.23
3520271,Nuevo Progreso,8.00%,US,58.00%,26.0544,82.27,24.45
2377457,Nouadhibou,24.00%,MR,63.00%,20.931,62.92,13.6
5697939,North Platte,12.00%,US,71.00%,41.1239,47.32,8.34
2267254,Lagoa,0.00%,PT,80.00%,37.1363,50.61,5.99
1266668,Khonsa,92.00%,IN,98.00%,26.991,59.32,1.63
3366880,Hermanus,0.00%,ZA,95.00%,-34.4176,41.4,3.53
5852602,Princeville,0.00%,US,78.00%,22.2236,78.04,5.66
921889,Fomboni,36.00%,KM,100.00%,-12.28,81.93,0.74
3141866,Rindal,0.00%,NO,74.00%,63.0548,6.53,3.53
3991347,Puerto Penasco,0.00%,MX,81.00%,31.3167,65.16,12.59
934322,Mahebourg,64.00%,MU,83.00%,-20.4081,76.15,5.77
1510689,Baykit,48.00%,RU,61.00%,61.6784,7.2,3.87
2013442,Vershino-Darasunskiy,92.00%,RU,92.00%,52.35,41.0,3.53
2136697,Lakatoro,64.00%,VU,89.00%,-16.1069,85.91,3.2
3443061,Chuy,0.00%,UY,87.00%,-33.6938,53.69,8.57
1214488,Meulaboh,20.00%,ID,100.00%,4.1363,77.29,4.43
2038300,Benxi,8.00%,CN,54.00%,41.2922,52.2,11.81
1734586,Simpang,32.00%,MY,100.00%,4.8185,75.0,4.76
3102459,Brzeg,92.00%,PL,95.00%,50.8615,38.95,7.78
779554,Honningsvag,80.00%,NO,100.00%,70.9821,26.47,19.42
1736356,Tumpat,80.00%,MY,93.00%,6.1984,75.65,3.31
3437029,San Patricio,0.00%,PY,71.00%,-26.9767,56.93,4.09
3728097,Les Cayes,0.00%,HT,100.00%,18.1944,79.23,4.76
2092164,Lorengau,44.00%,PG,98.00%,-2.0226,83.53,8.46
1507745,Choya,80.00%,RU,90.00%,52.0053,23.68,2.19
4020109,Atuona,88.00%,PF,100.00%,-9.8,77.67,15.28
3650121,Olinda,88.00%,EC,78.00%,-2.0334,81.97,2.75
2034754,Shunyi,0.00%,CN,60.00%,40.1294,60.15,3.2
863061,Usinsk,64.00%,RU,79.00%,65.9957,-1.81,9.46
3996322,Mazatlan,0.00%,MX,53.00%,23.2167,77.16,3.76
2108502,Honiara,64.00%,SB,90.00%,-9.4313,86.14,2.86
3843123,Neuquen,0.00%,AR,30.00%,-38.9517,63.37,8.46
3170094,Portoferraio,0.00%,IT,100.00%,42.8115,46.44,9.8
3833062,Venado Tuerto,32.00%,AR,53.00%,-33.7455,50.61,7.11
5949493,Espanola,12.00%,CA,56.00%,46.2653,34.02,10.47
5681948,Fallon,0.00%,US,67.00%,46.8369,44.55,9.24
5849996,Lahaina,8.00%,US,79.00%,20.8727,78.75,9.8
694919,Sakhnovshchyna,92.00%,UA,95.00%,49.1517,40.91,9.01
2019309,Neryungri,0.00%,RU,66.00%,56.658,25.12,5.88
5746545,Portland,92.00%,US,100.00%,45.5202,48.56,4.65
1131462,Uruzgan,20.00%,AF,64.00%,32.9278,27.45,1.74
2686469,Ornskoldsvik,0.00%,SE,100.00%,63.2909,9.48,9.01
2640006,Portree,92.00%,GB,100.00%,57.4129,39.27,17.63
3844421,Russell,0.00%,AR,64.00%,-33.0055,55.89,2.3
1296736,Shwebo,76.00%,MM,88.00%,22.5667,70.81,8.57
72181,Marzuq,0.00%,YE,87.00%,14.4,41.34,2.19
6620339,Karratha,0.00%,AU,52.00%,-20.7371,89.76,5.21
3374210,Sao Filipe,0.00%,CV,97.00%,14.8961,69.48,15.39
2027109,Barguzin,68.00%,RU,88.00%,53.6176,20.21,5.44
3664956,Boca do Acre,64.00%,BR,78.00%,-8.7554,73.87,3.65
2021188,Kurumkan,8.00%,RU,88.00%,54.3263,16.43,2.53
3567546,Bejucal,0.00%,CU,49.00%,22.9281,73.17,12.82
3389822,Salinopolis,100.00%,BR,100.00%,-0.6137,80.51,8.23
6941099,Mahendranagar,0.00%,IN,37.00%,28.0229,60.13,3.2
1082243,Ambilobe,12.00%,MG,99.00%,-13.1945,69.85,2.98
2447513,Arlit,0.00%,NE,31.00%,18.7391,56.03,4.09
3378644,Georgetown,88.00%,GY,77.00%,6.8026,78.35,7.45
2542997,Marrakesh,0.00%,MA,54.00%,31.626,52.65,6.44
3833367,Ushuaia,0.00%,AR,94.00%,-54.807,44.38,19.53
1242110,Kalmunai,44.00%,LK,99.00%,7.4167,71.58,2.75
526296,Mirskoy,80.00%,RU,92.00%,45.5427,40.19,6.78
1106677,Bambous Virieux,64.00%,MU,83.00%,-20.3428,76.15,5.77
5742974,North Bend,88.00%,US,92.00%,43.4065,49.64,3.31
